Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Match?,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2GgxS8bUT5G25QJTsfSv0R,Burn,Halcyon Days,Ellie Goulding,1/1/14,231211,65,31td6lssg6mckgjbkbww6nrvgij4,2022-08-22T14:24:18Z,"pop, uk pop, metropopolis, indietronica",2000s,Polydor Records,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,5/19/72,281613,82,31td6lssg6mckgjbkbww6nrvgij4,2021-07-23T21:15:17Z,"glam rock, piano rock, mellow gold, rock",2000s,EMI,0.601,0.532,10,-9.119,1,0.0286,0.433,0.00000595,0.0925,0.342,136.576,4
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Madman Across The Water,Elton John,11/5/71,377093,78,31td6lssg6mckgjbkbww6nrvgij4,2021-07-23T21:15:44Z,"glam rock, piano rock, mellow gold, rock",2000s,EMI,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,10/5/73,192826,76,31td6lssg6mckgjbkbww6nrvgij4,2022-05-24T18:52:04Z,"glam rock, piano rock, mellow gold, rock",2000s,UMC (Universal Music Catalogue),0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
38zsOOcu31XbbYj9BIPUF1,Your Song,Elton John,Elton John,4/10/70,241786,80,31td6lssg6mckgjbkbww6nrvgij4,2022-05-30T18:54:19Z,"glam rock, piano rock, mellow gold, rock",2000s,UMC (Universal Music Catalogue),0.552,0.315,3,-11.028,1,0.0299,0.828,0.00000552,0.101,0.324,128.187,4
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Too Low For Zero,Elton John,5/30/83,183440,83,31td6lssg6mckgjbkbww6nrvgij4,2022-11-18T10:33:43Z,"glam rock, piano rock, mellow gold, rock",2000s,EMI,0.505,0.904,6,-6.863,1,0.179,0.355,0.118,0.14,0.773,176.811,4
7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,Rock Of The Westies,"Elton John,Kiki Dee",10/24/75,275440,80,31td6lssg6mckgjbkbww6nrvgij4,2022-05-09T19:43:02Z,"glam rock, piano rock, mellow gold, rock",2000s,EMI,0.729,0.844,5,-8.824,1,0.0344,0.149,0.00000287,0.0604,0.777,131.459,4
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis' Golden Records,Elvis Presley,3/21/58,146480,67,31td6lssg6mckgjbkbww6nrvgij4,2023-07-06T22:36:26Z,"rockabilly,rock and roll",,RCA Records Label,0.647,0.582,10,-9.538,0,0.0755,0.41,0.00000193,0.0715,0.915,167.396,4
48RrDBpOSSl1aLVCalGl5C,The Monster,The Marshall Mathers LP2,"Eminem,Rihanna",11/5/13,250188,80,31td6lssg6mckgjbkbww6nrvgij4,2023-03-09T14:23:51Z,"rap,hip hop",2000s,Aftermath,0.781,0.853,1,-3.68,0,0.0714,0.0526,0,0.12,0.626,110.046,4
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Recovery,"Eminem,Rihanna",6/18/10,263373,85,31td6lssg6mckgjbkbww6nrvgij4,2022-08-10T18:37:47Z,"rap,hip hop",2000s,Aftermath,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,4
2O9O26335YYVckmRgPKY3s,Alive,Ice On The Dune,Empire Of The Sun,1/1/13,204546,73,31td6lssg6mckgjbkbww6nrvgij4,2024-11-24T16:30:18Z,"indietronica, australian electropop, dance rock, australian dance, neo-synthpop",,EMI Recorded Music Australia Pty Ltd,0.524,0.882,5,-3.038,1,0.0367,0.108,0.0000011,0.071,0.399,119.94,4
6A6qBFJHid4WutQu6HHEZt,Walking On A Dream,Walking On A Dream (Special Edition),Empire Of The Sun,1/1/09,198440,56,31td6lssg6mckgjbkbww6nrvgij4,2024-11-24T16:32:47Z,"indietronica, australian electropop, dance rock, australian dance, neo-synthpop",,Capitol Records,0.87,0.699,5,-5.541,0,0.0459,0.245,0.00000676,0.0588,0.726,126.967,4
1PAgmT6YqGhd6zT9kN9gIo,Hero,Escape,Enrique Iglesias,1/1/01,264240,68,31td6lssg6mckgjbkbww6nrvgij4,2023-07-25T17:49:08Z,"latin pop,latin",,Interscope,0.345,0.641,7,-5.627,1,0.0503,0.136,0.0000084,0.108,0.159,77.282,4
1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Call on Me (Radio Mix),Eric Prydz,9/10/04,171360,74,31td6lssg6mckgjbkbww6nrvgij4,2020-07-27T22:20:52Z,"edm, progressive house, house, pop dance, progressive electro house, electro house",,Pryda Presents,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,Sweet Dreams (Are Made Of This),"Eurythmics,Annie Lennox,Dave Stewart",1/4/83,216933,84,31td6lssg6mckgjbkbww6nrvgij4,2022-12-02T17:23:48Z,"new wave,synthpop",,RCA Records Label,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
3ZuiIFm9nRnkRz8AZAekjJ,Rocketeer,Free Wired,"Far East Movement,Ryan Tedder,Ruff Loaderz",1/1/10,211253,68,31td6lssg6mckgjbkbww6nrvgij4,2021-12-03T07:08:32Z,"pop rap, asian american hip hop, dance pop",B,Interscope,0.664,0.845,4,-6.115,0,0.0462,0.181,0,0.267,0.357,96.005,4
1FS21kclHQ2vVi3U1ZxETc,Praise You,You've Come a Long Way Baby,Fatboy Slim,10/19/98,324240,68,31td6lssg6mckgjbkbww6nrvgij4,2024-11-01T20:42:50Z,big beat,,Skint Records,0.603,0.893,1,-8.657,1,0.0484,0.0901,0.268,0.194,0.516,109.711,4
6dgWWAs5yhWPOtvE1zuoQ1,Big Girls Don't Cry (Personal),The Dutchess,Fergie,9/13/06,268120,72,31td6lssg6mckgjbkbww6nrvgij4,2022-11-20T16:32:47Z,"dance pop, pop",B,Will I Am / Fergie LP1,0.707,0.642,7,-4.271,1,0.0337,0.204,0,0.0925,0.249,113.083,4
08o75xMKmGrKny6GsXrNJW,Little Lies,Greatest Hits,Fleetwood Mac,11/21/88,218040,67,31td6lssg6mckgjbkbww6nrvgij4,2023-02-03T15:09:27Z,"classic rock,soft rock",B,Warner Records,0.63,0.688,2,-9.816,1,0.0266,0.124,0.0000478,0.158,0.893,124.825,4
0hOA8SoraNo2ZP1amtVYnY,Big Love - 2017 Remaster,Tango In the Night (Deluxe Edition),Fleetwood Mac,4/13/87,223733,64,31td6lssg6mckgjbkbww6nrvgij4,2023-02-12T18:52:12Z,"classic rock,soft rock",B,Rhino/Warner Records,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,2/4/77,257800,87,31td6lssg6mckgjbkbww6nrvgij4,2023-03-17T14:48:50Z,"classic rock,soft rock",B,Rhino/Warner Records,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,2/4/77,270213,83,31td6lssg6mckgjbkbww6nrvgij4,2025-01-31T09:19:55Z,"classic rock,soft rock",B,Rhino/Warner Records,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Wild Ones,Flo Rida,6/22/12,248133,81,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:30:09Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
3zrYNl1aMdFrQkcOjKVr5u,I Cry,Wild Ones,Flo Rida,6/22/12,223800,56,31td6lssg6mckgjbkbww6nrvgij4,2020-07-15T22:30:40Z,"pop rap, dance pop, miami hip hop, pop",B,Atlantic Records,0.693,0.822,4,-5.441,0,0.0439,0.00616,0.00000179,0.315,0.763,126.035,4
3bC1ahPIYt1btJzSSEyyrF,Whistle,Wild Ones,Flo Rida,6/22/12,224653,78,31td6lssg6mckgjbkbww6nrvgij4,2020-11-06T19:58:58Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,4
6Knv6wdA0luoMUuuoYi2i1,My House,My House,Flo Rida,4/7/15,192190,76,31td6lssg6mckgjbkbww6nrvgij4,2022-02-07T12:20:22Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,4
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),"Flo Rida,David Guetta",11/24/10,234560,79,31td6lssg6mckgjbkbww6nrvgij4,2020-11-06T19:59:50Z,"edm,dance",,Poe Boy/Atlantic,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,4
7EH2enDP1q3upRqctbOz3n,Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),"Flo Rida,Kesha",3/23/09,204640,45,31td6lssg6mckgjbkbww6nrvgij4,2020-07-06T11:59:45Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,4
1kxyZ2SpflM1ogD0B5hgfX,Can't Believe It (feat. Pitbull),Can't Believe It (feat. Pitbull),"Flo Rida,Pitbull",7/29/13,223203,55,31td6lssg6mckgjbkbww6nrvgij4,2020-07-19T11:01:43Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.747,0.83,9,-5.426,1,0.0899,0.0214,0.00024,0.0639,0.64,123.988,4
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Wild Ones,"Flo Rida,Sia",6/22/12,232946,82,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:30:39Z,"pop rap, dance pop, miami hip hop, pop",B,Poe Boy/Atlantic,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4
456WNXWhDwYOSf5SpTuqxd,Dog Days Are Over,Lungs (Deluxe Version),Florence + The Machine,2009,252818,81,31td6lssg6mckgjbkbww6nrvgij4,2023-08-15T13:14:16Z,baroque pop,,Universal-Island Records Ltd.,0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,4
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Agent Provocateur,Foreigner,12/12/84,304786,85,31td6lssg6mckgjbkbww6nrvgij4,2023-04-23T20:46:42Z,"album rock,classic rock",B,Atlantic Records,0.477,0.471,6,-10.036,1,0.0277,0.193,0.00000176,0.131,0.423,81.204,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,Foster The People,5/23/11,239600,86,31td6lssg6mckgjbkbww6nrvgij4,2020-08-13T22:52:35Z,"modern rock, indietronica, modern alternative rock, rock",2000s,Columbia,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,Sacred Hearts Club,Foster The People,7/21/17,243146,73,31td6lssg6mckgjbkbww6nrvgij4,2021-08-04T16:38:44Z,"modern rock, indietronica, modern alternative rock, rock",2000s,Columbia,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,4
5Vrczz39CvlD3OGCa6utoA,Grease - 2007 Remaster,Frankie Valli...Is The Word,Frankie Valli,1978,207306,66,31td6lssg6mckgjbkbww6nrvgij4,2022-08-22T14:25:01Z,"lounge, bubblegum pop, adult standards, rock-and-roll",B,Rhino,0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,4
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,"French Montana,Swae Lee",7/14/17,233901,86,31td6lssg6mckgjbkbww6nrvgij4,2024-03-29T18:56:55Z,"pop rap, trap, rap, southern hip hop, hip hop",2000s,Bad Boy Entertainment/Epic Records,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
67WTwafOMgegV6ABnBQxcE,Some Nights,Some Nights,fun.,2/14/12,277040,70,31td6lssg6mckgjbkbww6nrvgij4,2025-02-27T14:33:28Z,pop,,Fueled By Ramen,0.672,0.738,0,-7.045,1,0.0506,0.0178,0.0000675,0.0927,0.392,107.938,4
7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),Some Nights,"fun.,Janelle Monáe",2/21/12,250626,76,31td6lssg6mckgjbkbww6nrvgij4,2020-07-31T19:13:07Z,alternative r&b,,Fueled By Ramen,0.378,0.638,10,-5.576,1,0.075,0.02,0.0000766,0.0849,0.735,184.086,4
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Pharmacy,Galantis,6/5/15,227073,77,31td6lssg6mckgjbkbww6nrvgij4,2022-07-14T16:20:11Z,"pop dance, edm, dance pop, pop",B,Big Beat Records/Atlantic,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4
7IQMKJNcppgahjNWVPmxkl,Give Me the Night - Edit,The Best of George Benson,George Benson,11/10/95,219560,58,31td6lssg6mckgjbkbww6nrvgij4,2023-12-14T10:52:23Z,"smooth jazz,jazz funk,soul jazz",,Warner Records,0.867,0.79,1,-5.424,1,0.0518,0.343,0.0131,0.245,0.814,110.048,4
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,George Michael,11/9/98,300106,22,31td6lssg6mckgjbkbww6nrvgij4,2021-04-03T12:19:51Z,new wave pop,RTM,Sony Music Entertainment,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,4
0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered - featured in 'Babygirl',Faith,George Michael,10/30/87,193200,77,31td6lssg6mckgjbkbww6nrvgij4,2024-01-13T12:33:08Z,new wave pop,RTM,Epic,0.887,0.48,11,-11.994,1,0.117,0.0094,0.0000358,0.0662,0.607,95.846,4
5gOd6zDC8vhlYjqbQdJVWP,Baker Street,City to City,Gerry Rafferty,1978,365626,71,31td6lssg6mckgjbkbww6nrvgij4,2024-03-29T18:43:09Z,"art rock, folk rock, mellow gold, soft rock, classic rock",B,Parlophone UK,0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,4
4xmjDH6auBwuZ4GHimjXGe,I Will Survive - Single Version,Colour Collection,Gloria Gaynor,1/1/99,197573,50,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:27:49Z,disco,,Polydor,0.771,0.649,0,-10.375,1,0.0434,0.0137,0.00111,0.324,0.653,116.286,4
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Making Mirrors,"Gotye,Kimbra",1/1/11,244884,81,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:29:35Z,pop,,Universal-Island Records Ltd.,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,4
0J7385nYIZSg34lfJnFjT9,Battle Scars (feat. Lupe Fiasco),Armageddon,"Guy Sebastian,Lupe Fiasco",10/15/12,250080,0,31td6lssg6mckgjbkbww6nrvgij4,2022-04-14T05:09:16Z,australian pop,,Sony Music Entertainment,0.61,0.863,5,-2.632,0,0.206,0.186,0,0.097,0.508,83.993,4
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,"Gym Class Heroes,Adam Levine",11/11/11,210960,81,31td6lssg6mckgjbkbww6nrvgij4,2020-06-25T21:19:13Z,deep talent show,,Decaydance/Fueled By Ramen,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
7DETWEnTmY875dC5Q8gvqV,Ordinary Girl,Hannah Montana Forever,Hannah Montana,1/1/10,178600,42,31td6lssg6mckgjbkbww6nrvgij4,2025-02-27T14:28:53Z,pop,,EMI Catalogue,0.405,0.847,7,-3.705,1,0.22,0.0265,0,0.221,0.398,182.201,4
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,12/13/19,174000,85,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:24:35Z,pop,,Columbia,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
4LRPiXqCikLlN15c3yImP7,As It Was,As It Was,Harry Styles,3/31/22,167303,17,31td6lssg6mckgjbkbww6nrvgij4,2022-11-18T10:36:57Z,pop,,Columbia,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
6BKOBYeTXMQtMRshLprSbS,Country Roads,Greatest Hits No.1 Gold Selection,Hermes House Band,12/2/15,193453,38,31td6lssg6mckgjbkbww6nrvgij4,2020-07-30T13:22:37Z,"schlager,schlagerparty",,Xplo Music,0.357,0.99,2,-4.914,1,0.354,0.279,0,0.604,0.599,196.988,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,9/19/14,241688,84,31td6lssg6mckgjbkbww6nrvgij4,2023-02-11T10:10:12Z,"irish singer-songwriter, modern rock, pov: indie",B,Universal-Island Records Ltd.,0.575,0.664,4,-5.303,0,0.0481,0.637,0,0.116,0.437,129.071,4
2olVm1lHicpveMAo4AUDRB,The Power Of Love,Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,1/1/06,234333,75,31td6lssg6mckgjbkbww6nrvgij4,2021-06-27T19:55:11Z,"soft rock, mellow gold, album rock, classic rock, singer-songwriter, new wave pop, new romantic, hard rock, rock",B,Capitol Records,0.768,0.828,5,-5.109,1,0.0313,0.0964,0.0000285,0.097,0.961,118.777,4
2GrOq1y5gksYrqkc8Jzl9T,It Was A Good Day,Greatest Hits,Ice Cube,12/4/01,260079,72,31td6lssg6mckgjbkbww6nrvgij4,2022-07-31T10:31:32Z,"gangster rap,west coast hip hop,g-funk",2000s,Priority Records,0.797,0.779,7,-4.719,0,0.141,0.319,0.000142,0.266,0.82,82.37,4
2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,Lethal Injection,Ice Cube,12/7/93,232773,78,31td6lssg6mckgjbkbww6nrvgij4,2023-12-14T10:32:14Z,"gangster rap,west coast hip hop,g-funk",2000s,Priority Records,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4
3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,Bootlegs And B-Sides,"Ice Cube,Das EFX",11/22/94,273106,70,31td6lssg6mckgjbkbww6nrvgij4,2024-01-13T12:33:32Z,"gangster rap,west coast hip hop,g-funk,east coast hip hop,hardcore hip hop,boom bap,hip hop",2000s,Priority Records,0.934,0.735,1,-6.668,1,0.251,0.031,0.0000086,0.107,0.768,101.368,4
5qaEfEh1AtSdrdrByCP7qR,Demons,Night Visions,Imagine Dragons,9/4/12,177506,84,31td6lssg6mckgjbkbww6nrvgij4,2023-03-09T14:23:44Z,pop,,Kid Ina Korner / Interscope,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4
62yJjFtgkhUrXktIoSjgP2,Radioactive,Night Visions,Imagine Dragons,9/4/12,186813,80,31td6lssg6mckgjbkbww6nrvgij4,2020-07-30T13:23:13Z,pop,,Kid Ina Korner / Interscope,0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,4
0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,Imagine Dragons,6/23/17,204346,87,31td6lssg6mckgjbkbww6nrvgij4,2022-07-06T13:11:13Z,pop,,Kid Ina Korner / Interscope,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Evolve,Imagine Dragons,6/23/17,201240,82,31td6lssg6mckgjbkbww6nrvgij4,2022-07-13T18:10:27Z,pop,,Kid Ina Korner / Interscope,0.672,0.655,10,-5.021,0,0.031,0.0362,0,0.117,0.555,134.948,4
441ERAG5YrbD6rPwaAXnvV,On Top Of The World,Continued Silence EP,Imagine Dragons,1/1/12,190160,0,31td6lssg6mckgjbkbww6nrvgij4,2022-12-25T13:28:34Z,pop,,Universal Music AS,0.657,0.927,0,-5.483,1,0.133,0.105,0.00000454,0.106,0.732,99.943,4
0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),Blazzin' Fire,Inner Circle,12/14/10,229374,3,31td6lssg6mckgjbkbww6nrvgij4,2020-06-18T15:51:00Z,reggae,,DubShot Records/Sound Bwoy Entertainment,0.781,0.722,7,-8.376,1,0.0667,0.236,0.000398,0.077,0.533,87.858,4
5CI1FP2Volc9wjz2MBZsGx,Fame,Fame (Original Motion Picture Soundtrack),Irene Cara,5/16/80,316066,68,31td6lssg6mckgjbkbww6nrvgij4,2025-01-15T15:42:26Z,"new wave pop, disco, new romantic, soft rock",RTM,WaterTower Music,0.7,0.73,0,-8.763,0,0.0311,0.132,0,0.133,0.961,130.519,4
4cdYcmajml2Z7ru7ubaHCb,New Way Home,Wake Up World,Isac Elliot,11/29/13,216280,47,31td6lssg6mckgjbkbww6nrvgij4,2021-11-26T22:35:32Z,"finnish hip hop,finnish pop",2000s,RCA Records Label,0.566,0.722,1,-7.726,0,0.0681,0.00357,0,0.105,0.564,126.066,4
6BsbXBQZ7cFTuej6MfM92O,My Life Is A Party - R.I.O. Edit,My Life Is A Party,ItaloBrothers,8/20/12,209800,36,31td6lssg6mckgjbkbww6nrvgij4,2022-02-07T12:22:03Z,italo dance,,disco:wax,0.719,0.751,0,-4.726,1,0.0302,0.0531,0.00192,0.157,0.843,127.982,4
5vlEg2fT4cFWAqU5QptIpQ,Replay,Replay,Iyaz,8/11/09,182306,71,31td6lssg6mckgjbkbww6nrvgij4,2020-06-05T11:28:56Z,"pop rap, post-teen pop, dance pop",B,Time Is Money/Beluga Heights/Reprise,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4
5u5MpBnvJejW9dHPrfWEXZ,Superstar,Thank You,Jamelia,6/30/03,215480,69,31td6lssg6mckgjbkbww6nrvgij4,2023-04-08T13:12:35Z,"europop, talent show",,Roundhill Records,0.801,0.645,1,-6.93,1,0.0356,0.046,0,0.0357,0.824,110.011,4
0T1OrvV6bOQVL2vSQiDn6W,Living in America,Living In America,James Brown,2/20/95,248533,46,31td6lssg6mckgjbkbww6nrvgij4,2022-08-10T18:38:13Z,"soul,motown,funk",RTM,Volcano,0.714,0.907,0,-4.687,1,0.0412,0.00121,0.000346,0.216,0.788,114.122,4
6AOAiDBzhGhQMbWV7JCBxe,Crockett's Theme - From Miami Vice II Soundtrack,80's,Jan Hammer,1/1/03,204386,0,31td6lssg6mckgjbkbww6nrvgij4,2023-07-02T16:44:58Z,jazz fusion,,Universal Music,0.512,0.492,7,-12.763,0,0.0287,0.276,0.869,0.111,0.376,95.668,3
6OEolOOk9Gh9bqkdpfIOl0,Ridin' Solo,Jason Derulo (International),Jason Derulo,2/26/10,215746,65,31td6lssg6mckgjbkbww6nrvgij4,2020-06-25T21:17:17Z,"dance pop, pop",B,Beluga Heights/Warner Records,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,4
7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,Jason Derulo (International),Jason Derulo,2/26/10,221253,72,31td6lssg6mckgjbkbww6nrvgij4,2020-07-24T17:29:19Z,"dance pop, pop",B,Beluga Heights/Warner Records,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,4
6jizk5lOUnfpaZXYMdfeC6,Trumpets,Tattoos,Jason Derulo,9/10/13,217306,65,31td6lssg6mckgjbkbww6nrvgij4,2022-04-23T01:43:13Z,"dance pop, pop",B,Beluga Heights/Warner Records,0.627,0.703,0,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,4
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,5/12/08,242946,78,31td6lssg6mckgjbkbww6nrvgij4,2020-07-05T22:14:53Z,"soft pop,acoustic pop",2000s,Atlantic Records/ATG,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4
7LP4Es66zdY7CyjepqmvAg,Down,All Or Nothing,"Jay Sean,Lil Wayne",1/1/09,212106,4,31td6lssg6mckgjbkbww6nrvgij4,2022-09-24T13:19:52Z,"rap,hip hop",2000s,Cash Money,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,4
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,The Blueprint 3,"JAY-Z,Alicia Keys",9/8/09,276920,83,31td6lssg6mckgjbkbww6nrvgij4,2021-10-28T05:24:35Z,"hip hop,east coast hip hop,rap,r&b,neo soul",2000s,Roc Nation / Jay-Z,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4
3C0nOe05EIt1390bVABLyN,On The Floor,Love?,"Jennifer Lopez,Pitbull",4/29/11,284866,81,31td6lssg6mckgjbkbww6nrvgij4,2021-04-02T19:35:16Z,"dance pop, pop, urban contemporary",B,Nuyorican Productions / IDJ,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000486,0.0691,0.575,130.003,4
1KQwTDBlfsZBjV7qElWnmS,Great Balls Of Fire,Great Balls Of Fire (Soundtrack),Jerry Lee Lewis,1/1/89,153333,0,31td6lssg6mckgjbkbww6nrvgij4,2022-08-04T17:27:00Z,"rockabilly,rock and roll,boogie-woogie",,Universal Music,0.399,0.897,0,-10.783,1,0.0599,0.158,0.0233,0.195,0.83,174.176,4
2fQxE0jVrjNMT9oJAXtSJR,Domino,Who You Are (Platinum Edition),Jessie J,1/1/11,231840,77,31td6lssg6mckgjbkbww6nrvgij4,2022-09-24T13:17:13Z,"dance pop, pop",B,Lava Music/Republic Records,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,4
2fTsFCKRFQ5M0igJgabnLA,Price Tag,Who You Are (Platinum Edition),"Jessie J,B.o.B",1/1/11,223053,77,31td6lssg6mckgjbkbww6nrvgij4,2021-12-14T21:17:30Z,"dance pop, pop",B,Lava Music/Republic Records,0.636,0.831,5,-3.945,1,0.182,0.0294,0.00000385,0.272,0.668,175.015,4
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,I Love Rock 'N' Roll (Expanded Edition),Joan Jett & the Blackhearts,11/18/81,175173,78,31td6lssg6mckgjbkbww6nrvgij4,2023-07-02T16:47:38Z,rock,,Legacy Recordings,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4
3U4isOIWM3VvDubwSI3y7a,All of Me,Love In The Future (Expanded Edition),John Legend,8/30/13,269560,87,31td6lssg6mckgjbkbww6nrvgij4,2022-08-10T18:41:07Z,"soft pop,neo soul",2000s,G.O.O.D. Music/Columbia,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
